	index	raw_category	category	count	nyuId	nyu40id	eigen13id	nyuClass	nyu40class	eigen13class	ModelNet40	ModelNet10	ShapeNetCore55	synsetoffset	wnsynsetid	wnsynsetkey	mpcat40index	mpcat40	OpenSceneMatterport3D40Label	OpenSceneMatterport3D40Index	OpenSceneMatterport3D40Count	OpenSceneMatterport3D80Label	OpenSceneMatterport3D80Index	OpenSceneMatterport3D80Count	OpenSceneMatterport3D160Label	OpenSceneMatterport3D160Index	OpenSceneMatterport3D160Count
540	541	sofachair	sofa chair	3	5.0	5.0	4.0	chair	chair	Chair	chair	chair	chair	3001627.0	n03001627	chair.n.01	3	chair	chair	7	1947	chair	7	1947	chair	7	1947
541	542	hand soap	hand soap	3	133.0	40.0	7.0	soap	otherprop	Objects					n04253437	soap.n.01	39	objects		0	0		0	0	soap	95	19
542	543	window blinds	blinds	3	80.0	13.0	13.0	blinds	blinds	Window					n04589190	window_blind.n.01	32	blinds		0	0	blinds	72	36	blinds	72	36
543	544	flower vase	flower vase	3	78.0	40.0	7.0	vase	otherprop	Objects	vase		jar	3593526.0	n04522168	vase.n.01	39	objects	vase	26	205	vase	26	205	vase	26	205
544	545	appliance	appliance	3		40.0	7.0		otherprop	Objects							40	misc		0	0		0	0		0	0
545	546	christmas tree	christmas tree	3		40.0	7.0		otherprop	Objects							40	misc		0	0		0	0		0	0
546	547	support column	column	3	94.0	38.0	7.0	column	otherstructure	Objects					n03074380	column.n.06	40	misc	column	22	243	column	22	243	column	22	243
547	548	dish	plate	3	233.0	40.0	7.0	plate	otherprop	Objects					n03959485	plate.n.04	39	objects		0	0	plate	75	32	plate	75	32
548	549	closet floor	closet floor	3	11.0	2.0	5.0	floor	floor	Floor							40	misc	floor	4	2252	floor	4	2252	floor	4	2252
549	550	celling	ceiling	3	4.0	22.0	3.0	ceiling	ceiling	Ceiling					n02990373	ceiling.n.01	17	ceiling	ceiling	3	2363	ceiling	3	2363	ceiling	3	2363
550	551	stuffed animals	stuffed animal	3	177.0	40.0	7.0	stuffed animal	otherprop	Objects					n04399382	teddy.n.01	39	objects		0	0		0	0	stuffed animal	134	8
551	552	casket	casket	3		40.0	7.0		otherprop	Objects							40	misc		0	0		0	0		0	0
552	553	rowing machine	exercise machine	3	220.0	40.0	7.0	machine	otherprop	Objects							40	misc		0	0		0	0		0	0
553	554	dining table centerpiece	dining table centerpiece	3	878.0	40.0	7.0	centerpiece	otherprop	Objects							40	misc		0	0		0	0		0	0
554	555	bedside lamp	bedside lamp	5	144.0	35.0	7.0	lamp	lamp	Objects	lamp		lamp	3636649.0	n03636649	lamp.n.02	28	lighting	lamp	9	967	lamp	9	967	lamp	9	967
555	556	kitchen countertop item	kitchen countertop item	3		40.0	7.0		otherprop	Objects							40	misc		0	0		0	0		0	0
556	557	fountain	fountain	3		40.0	7.0		otherprop	Objects					n03388043	fountain.n.01	40	misc		0	0		0	0		0	0
557	558	window glass	window glass	3	612.0	38.0	7.0	glass	otherstructure	Objects					n03881893	pane.n.01	39	objects		0	0		0	0	glass	102	16
558	559	wall soffet	soffit	3		40.0	7.0		otherprop	Objects					n04256758	soffit.n.01	39	objects		0	0		0	0		0	0
559	560	urinal	urinal	3		40.0	7.0		otherprop	Objects					n04515991	urinal.n.01	39	objects		0	0		0	0		0	0
560	561	kitchen hood	range hood	3	380.0	38.0	7.0	range hood	otherstructure	Objects	range_hood				n04053677	range_hood.n.01	39	objects		0	0		0	0	range hood	142	7
561	562	showpiece	decoration	3		40.0	7.0		otherprop	Objects					n03169390	decoration.n.01	39	objects		0	0		0	0		0	0
562	563	wall trim	molding	3		38.0	7.0		otherstructure	Objects					n02800354	baseboard.n.01	1	wall		0	0		0	0		0	0
563	564	barrel	barrel	3	343.0	39.0	6.0	barrel	otherfurniture	Furniture							40	misc		0	0		0	0		0	0
564	565	firewood	firewood	3		40.0	7.0		otherprop	Objects					n15100644	firewood.n.01	40	misc		0	0		0	0		0	0
565	566	columns	pillar	3	94.0	38.0	7.0	column	otherstructure	Objects					n03073977	column.n.07	24	column	column	22	243	column	22	243	column	22	243
566	567	beams	beam	3		38.0	7.0		otherstructure	Objects					n02815950	beam.n.02	29	beam		0	0		0	0		0	0
567	568	carpet roll	carpet roll	3		40.0	7.0		otherprop	Objects							40	misc		0	0		0	0		0	0
568	569	portrait	portrait	3	64.0	11.0	8.0	picture	picture	Picture					n03987079	portrait.n.02	6	picture	picture	5	2125	picture	5	2125	picture	5	2125
569	570	table light	table light	3	62.0	38.0	7.0	light	otherstructure	Objects							40	misc		0	0		0	0	light	116	12
570	571	water heater	water heater	3	588.0	40.0	7.0	water heater	otherprop	Objects					n04560113	water_heater.n.01	39	objects		0	0		0	0		0	0
571	572	stairs 2	stair	3	215.0	38.0	7.0	stairs	otherstructure	Objects	stairs				n04314914	step.n.04	16	stairs	stairs	24	241	stairs	24	241	stairs	24	241
572	573	pouffe	pouffe	3	359.0	39.0	6.0	ottoman	otherfurniture	Furniture					n03858418	ottoman.n.03	34	seating		0	0	ottoman	48	79	ottoman	48	79
573	574	ceiling behind	ceiling /otherroom	3	4.0	22.0	3.0	ceiling	ceiling	Ceiling					n02990373	ceiling.n.01	17	ceiling	ceiling	3	2363	ceiling	3	2363	ceiling	3	2363
574	575	pillars	pillar	3	94.0	38.0	7.0	column	otherstructure	Objects					n03073977	column.n.07	24	column	column	22	243	column	22	243	column	22	243
575	576	concrete block	concrete block	3		40.0	7.0		otherprop	Objects							40	misc		0	0		0	0		0	0
576	577	range	stove	3	242.0	38.0	7.0	stove	otherstructure	Objects			stove	4330267.0	n04330267	stove.n.02	37	appliances		0	0	stove	65	44	stove	65	44
577	578	shelf with objects	shelf	3	42.0	15.0	6.0	shelves	shelves	Furniture					n04190052	shelf.n.01	31	shelving	shelves	17	417	shelves	17	417	shelves	17	417
578	579	toilet seat liner dispenser	toilet seat liner dispenser	3		40.0	7.0		otherprop	Objects							40	misc		0	0		0	0		0	0
579	580	patio chair	patio chair	3	5.0	5.0	4.0	chair	chair	Chair	chair	chair	chair	3001627.0	n03001627	chair.n.01	3	chair	chair	7	1947	chair	7	1947	chair	7	1947
580	581	folding chair	folding chair	3	5.0	5.0	4.0	chair	chair	Chair	chair	chair	chair	3001627.0	n03376595	folding_chair.n.01	3	chair	chair	7	1947	chair	7	1947	chair	7	1947
581	582	island	island	4	456.0	38.0	7.0	kitchen island	otherstructure	Objects					n03620600	kitchen_island.n.01	26	counter		0	0		0	0	kitchen island	99	18
582	583	toaster oven	toaster oven	3	275.0	40.0	7.0	toaster oven	otherprop	Objects					n04442441	toaster_oven.n.01	37	appliances		0	0		0	0		0	0
583	584	overlook railing	railing	3	497.0	38.0	7.0	railing	otherstructure	Objects					n04047401	railing.n.01	30	railing		0	0	railing	44	83	railing	44	83
584	585	bathroom mirror	mirror	3	122.0	19.0	7.0	mirror	mirror	Objects					n03773035	mirror.n.01	21	mirror	mirror	14	488	mirror	14	488	mirror	14	488
585	586	recycle bin	recycle bin	3	307.0	40.0	7.0	bin	otherprop	Objects							40	misc		0	0	bin	69	37	bin	69	37
586	587	counter top	countertop	3	7.0	12.0	6.0	counter	counter	Furniture					n03118245	countertop.n.01	26	counter	counter	32	159	counter	32	159	counter	32	159
587	588	rafter	rafter	3		40.0	7.0		otherprop	Objects					n04045644	rafter.n.01	29	beam		0	0		0	0		0	0
588	589	dryer	clothes dryer	3		39.0	6.0		otherfurniture	Furniture					n03251766	dryer.n.01	37	appliances		0	0		0	0		0	0
589	590	bed lamp	bedside lamp	3	144.0	35.0	7.0	lamp	lamp	Objects	lamp		lamp	3636649.0	n03636649	lamp.n.02	28	lighting	lamp	9	967	lamp	9	967	lamp	9	967
590	591	wall paneling	paneling	3	21.0	1.0	12.0	wall	wall	Wall					n03882611	paneling.n.01	1	wall	wall	1	7667	wall	1	7667	wall	1	7667
591	592	stage	stage	3		40.0	7.0		otherprop	Objects							40	misc		0	0		0	0		0	0
592	593	fire sprinkler	fire sprinkler	3		40.0	7.0		otherprop	Objects							40	misc		0	0		0	0		0	0
593	594	brush	brush	3		40.0	7.0		otherprop	Objects					n02908217	brush.n.02	39	objects		0	0		0	0		0	0
594	595	wall 2	wall	3	21.0	1.0	12.0	wall	wall	Wall					n04546855	wall.n.01	1	wall	wall	1	7667	wall	1	7667	wall	1	7667
595	596	balcony	balcony	3		40.0	7.0		otherprop	Objects							40	misc		0	0		0	0		0	0
596	597	water tank	water tank	2	263.0	40.0	7.0	vessel	otherprop	Objects					n03035715	cistern.n.02	39	objects		0	0		0	0		0	0
597	598	pile of objects	clutter	2		40.0	7.0		otherprop	Objects							40	misc		0	0		0	0		0	0
598	599	garage door frame	garage door frame	2		40.0	7.0		otherprop	Objects							40	misc		0	0		0	0		0	0
599	600	back wall	wall	2	21.0	1.0	12.0	wall	wall	Wall					n04546855	wall.n.01	1	wall	wall	1	7667	wall	1	7667	wall	1	7667
600	601	plant soil	plant soil	2		40.0	7.0		otherprop	Objects							40	misc		0	0		0	0		0	0
601	602	globe stand	globe stand	2	466.0	40.0	7.0	globe stand	otherprop	Objects							40	misc		0	0		0	0		0	0
602	603	bicycle	bicycle	2	189.0	40.0	7.0	bicycle	otherprop	Objects			bicycle	2834778.0	n02834778	bicycle.n.01	39	objects		0	0		0	0		0	0
603	604	stairframe	stair frame	2		40.0	7.0		otherprop	Objects							40	misc		0	0		0	0		0	0
604	605	separating screen	partition	2	21.0	1.0	12.0	wall	wall	Wall					n03894379	partition.n.01	40	misc	wall	1	7667	wall	1	7667	wall	1	7667
605	606	unknown wall object	object	2		40.0	7.0		otherprop	Objects					n00002684	object.n.01	39	objects		0	0		0	0		0	0
606	607	air duct	air duct	2	38.0	38.0	7.0	air duct	otherstructure	Objects					n02690941	air_passage.n.01	40	misc		0	0		0	0		0	0
607	608	kitchen upper cabinet	kitchen cabinet	2	3.0	3.0	6.0	cabinet	cabinet	Furniture					n02933112	cabinet.n.01	7	cabinet	cabinet	10	785	cabinet	10	785	cabinet	10	785
608	609	chair pillow	pillow	2	119.0	18.0	7.0	pillow	pillow	Objects			pillow	3938244.0	n03938244	pillow.n.01	8	cushion	pillow	8	1335	pillow	8	1335	pillow	8	1335
609	610	led tv	led tv	2		40.0	7.0		otherprop	Objects							40	misc		0	0		0	0		0	0
610	611	deco	decoration	2		40.0	7.0		otherprop	Objects					n03169390	decoration.n.01	39	objects		0	0		0	0		0	0
611	612	ceiling under staircase	ceiling under staircase	2		40.0	7.0		otherprop	Objects							40	misc		0	0		0	0		0	0
612	613	chair /w books	chair /w books	2	85.0	23.0	2.0	books	books	Books							40	misc		0	0		0	0		0	0
613	614	bed back rest	headboard	2	161.0	39.0	6.0	headboard	otherfurniture	Furniture					n03502200	headboard.n.01	11	bed		0	0	headboard	79	33	headboard	79	33
614	615	giraffe	giraffe	2		40.0	7.0		otherprop	Objects					n02439033	giraffe.n.01	39	objects		0	0		0	0		0	0
615	616	lightswitch	light switch	2	301.0	38.0	7.0	light switch	otherstructure	Objects					n04372370	switch.n.01	39	objects		0	0	light switch	58	59	light switch	58	59
616	617	doorframe \other room	doorframe /otherroom	2	615.0	38.0	7.0	door frame	otherstructure	Objects					n03222722	doorframe.n.01	4	door		0	0		0	0		0	0
617	618	object / camera?	object	2		40.0	7.0		otherprop	Objects					n00002684	object.n.01	39	objects		0	0		0	0		0	0
618	619	grandfather clock	grandfather clock	2	462.0	39.0	6.0	grandfather clock	otherfurniture	Furniture			clock	3046257.0	n03452594	grandfather_clock.n.01	39	objects		0	0		0	0		0	0
619	620	jewelry box	jewelry box	2	26.0	29.0	7.0	box	box	Objects							40	misc	box	30	172	box	30	172	box	30	172
620	621	bottles of wine	bottles of wine	2	766.0	40.0	7.0	wine	otherprop	Objects							40	misc		0	0		0	0		0	0
621	622	massage table base	massage table	2	19.0	7.0	10.0	table	table	Table	table	table	table	4379243.0	n04379243	table.n.02	5	table	table	12	691	table	12	691	table	12	691
622	623	hood	range hood	2	380.0	38.0	7.0	range hood	otherstructure	Objects	range_hood				n04053677	range_hood.n.01	39	objects		0	0		0	0	range hood	142	7
623	624	mirrorframe	mirror frame	2	122.0	19.0	7.0	mirror	mirror	Objects					n03773035	mirror.n.01	21	mirror	mirror	14	488	mirror	14	488	mirror	14	488
624	625	wall beam	wall beam	2		40.0	7.0		otherprop	Objects							40	misc		0	0		0	0		0	0
625	626	wooden trim	molding	2		38.0	7.0		otherstructure	Objects					n02800354	baseboard.n.01	1	wall		0	0		0	0		0	0
626	627	stalls	stall	2		38.0	7.0		otherstructure	Objects					n02873839	booth.n.02	40	misc		0	0		0	0		0	0
627	628	partition	partition	2	21.0	1.0	12.0	wall	wall	Wall					n03894379	partition.n.01	40	misc	wall	1	7667	wall	1	7667	wall	1	7667
628	629	dog	dog	2	701.0	40.0	7.0	dog	otherprop	Objects							40	misc		0	0		0	0		0	0
629	630	valance	valance	2		40.0	7.0		otherprop	Objects					n03111296	cornice.n.01	40	misc		0	0		0	0		0	0
630	631	radio	radio	2	188.0	40.0	7.0	radio	otherprop	Objects	radio						40	misc		0	0		0	0		0	0
631	632	bush	bush	2	82.0	40.0	7.0	plant	otherprop	Objects	plant				n13112664	shrub.n.01	14	plant	plant	13	632	plant	13	632	plant	13	632
632	633	row of theater seats	row of theater seats	2		40.0	7.0		otherprop	Objects							40	misc		0	0		0	0		0	0
633	634	bath utencil	bath utensil	2	267.0	40.0	7.0	utensil	otherprop	Objects							40	misc		0	0		0	0	utensil	132	8
634	635	basket of towels	basket of towels	2		40.0	7.0		otherprop	Objects							40	misc		0	0		0	0		0	0
635	636	laundry machine	washing machine	2	278.0	39.0	6.0	washing machine	otherfurniture	Furniture			washing_machine	4554684.0	n04554684	washer.n.03	37	appliances		0	0	washing machine	66	43	washing machine	66	43
636	637	mirror /otherroom	mirror /otherroom	2	122.0	19.0	7.0	mirror	mirror	Objects					n03773035	mirror.n.01	21	mirror	mirror	14	488	mirror	14	488	mirror	14	488
637	638	toilet sink	toilet sink	2	24.0	34.0	7.0	sink	sink	Objects	sink						40	misc	sink	16	417	sink	16	417	sink	16	417
638	639	sauna heater	sauna heater	2	111.0	39.0	6.0	heater	otherfurniture	Furniture							40	misc		0	0	heater	78	32	heater	78	32
639	640	dining bench	dining bench	2	204.0	39.0	6.0	bench	otherfurniture	Furniture	bench		bench	2828884.0	n02828884	bench.n.01	34	seating	bench	33	154	bench	33	154	bench	33	154
640	641	fume cupboard	fume cupboard	2		40.0	7.0		otherprop	Objects							40	misc		0	0		0	0		0	0
641	642	mouse	mouse	2	103.0	40.0	7.0	mouse	otherprop	Objects					n03793489	mouse.n.04	39	objects		0	0		0	0		0	0
642	643	boiler	boiler	2		40.0	7.0		otherprop	Objects							40	misc		0	0		0	0		0	0
643	644	hearth	hearth	2	372.0	38.0	7.0	fireplace	otherstructure	Objects							40	misc	fireplace	35	128	fireplace	35	128	fireplace	35	128
644	645	curtain darker	curtain	2	89.0	16.0	13.0	curtain	curtain	Window	curtain				n03151077	curtain.n.01	12	curtain	curtain	11	692	curtain	11	692	curtain	11	692
645	646	round chair	round chair	2	5.0	5.0	4.0	chair	chair	Chair	chair	chair	chair	3001627.0	n03001627	chair.n.01	3	chair	chair	7	1947	chair	7	1947	chair	7	1947
646	647	toilet bowl	toilet	2	124.0	33.0	7.0	toilet	toilet	Objects	toilet	toilet			n04446276	toilet.n.01	18	toilet	toilet	21	268	toilet	21	268	toilet	21	268
647	648	whine rack	wine rack	2	299.0	40.0	7.0	wine rack	otherprop	Objects							40	misc		0	0		0	0		0	0
648	649	doorstep	doorstep	3	28.0	8.0	12.0	door	door	Wall					n03223686	doorsill.n.01	39	objects	door	2	2544	door	2	2544	door	2	2544
649	650	binder	binder	2	399.0	40.0	7.0	binder	otherprop	Objects							40	misc		0	0		0	0		0	0
650	651	shower door frame	shower door frame	2		40.0	7.0		otherprop	Objects					n04208936	shower.n.01	23	shower		0	0		0	0		0	0
651	652	bed runner	bed runner	2	157.0	4.0	1.0	bed	bed	Bed					n02822579	bedstead.n.01	11	bed	bed	19	270	bed	19	270	bed	19	270
652	653	cubicle	cubicle	2		40.0	7.0		otherprop	Objects							40	misc		0	0		0	0		0	0
653	654	fitness device	exercise equipment	2	457.0	39.0	6.0	excercise equipment	otherfurniture	Furniture					n04285146	sports_equipment.n.01	33	gym_equipment		0	0		0	0	excercise equipment	113	14
654	655	support	support	2		40.0	7.0		otherprop	Objects							40	misc		0	0		0	0		0	0
655	656	overhang	overhang	2		40.0	7.0		otherprop	Objects					n03864356	overhang.n.01	40	misc		0	0		0	0		0	0
656	657	electric box	electric box	2	550.0	38.0	7.0	electric box	otherstructure	Objects							40	misc		0	0		0	0		0	0
657	658	bathrobe	bathrobe	3		40.0	7.0		otherprop	Objects					n02807616	bathrobe.n.01	38	clothes		0	0		0	0		0	0
658	659	door mat	doormat	2	143.0	20.0	5.0	floor mat	floor mat	Floor					n03223299	doormat.n.02	2	floor		0	0		0	0	floor mat	89	23
659	660	jacket	jacket	2	324.0	40.0	7.0	jacket	otherprop	Objects					n03589791	jacket.n.01	38	clothes		0	0		0	0	jacket	129	9
660	661	cabinet table	cabinet table	2	19.0	7.0	10.0	table	table	Table	table	table	table	4379243.0	n04379243	table.n.02	5	table	table	12	691	table	12	691	table	12	691
661	662	side frame	frame	2		38.0	7.0		otherstructure	Objects							40	misc		0	0		0	0		0	0
662	663	wainscoting	paneling	2	21.0	1.0	12.0	wall	wall	Wall					n03882611	paneling.n.01	1	wall	wall	1	7667	wall	1	7667	wall	1	7667
663	664	staircase trim	staircase trim	2		40.0	7.0		otherprop	Objects							40	misc		0	0		0	0		0	0
664	665	box /w books	box /w books	2	85.0	23.0	2.0	books	books	Books							40	misc		0	0		0	0		0	0
665	666	nighstand	nightstand	2	158.0	32.0	6.0	night stand	night stand	Furniture	night_stand	night_stand			n03015254	chest_of_drawers.n.01	13	chest_of_drawers	night stand	20	275	night stand	20	275	night stand	20	275
666	667	window reflection	window reflection	2		40.0	7.0		otherprop	Objects							40	misc		0	0		0	0		0	0
667	668	pulpit	pulpit	2		40.0	7.0		otherprop	Objects					n03159640	dais.n.01	39	objects		0	0		0	0		0	0
668	669	set of armchairs	set of armchairs	2		40.0	7.0		otherprop	Objects							40	misc		0	0		0	0		0	0
669	670	fish tank	fish tank	2	782.0	38.0	7.0	fish tank	otherstructure	Objects					n02732072	aquarium.n.01	40	misc		0	0		0	0		0	0
670	671	bathroom countertop objects	objects	2		40.0	7.0		otherprop	Objects					n00002684	object.n.01	39	objects		0	0		0	0		0	0
671	672	concrete shelf	shelf	2	42.0	15.0	6.0	shelves	shelves	Furniture					n04190052	shelf.n.01	31	shelving	shelves	17	417	shelves	17	417	shelves	17	417
672	673	ceiling wall	ceiling wall	2	21.0	1.0	12.0	wall	wall	Wall							40	misc	wall	1	7667	wall	1	7667	wall	1	7667
673	674	picture \other room	picture /otherroom	2	64.0	11.0	8.0	picture	picture	Picture					n03931044	picture.n.01	6	picture	picture	5	2125	picture	5	2125	picture	5	2125
674	675	wall entry	wall	2	21.0	1.0	12.0	wall	wall	Wall					n04546855	wall.n.01	1	wall	wall	1	7667	wall	1	7667	wall	1	7667
675	676	lintel	lintel	2		40.0	7.0		otherprop	Objects					n03503233	header.n.02	29	beam		0	0		0	0		0	0
676	677	wall table	wall table	2	19.0	7.0	10.0	table	table	Table	table	table	table	4379243.0	n04379243	table.n.02	5	table	table	12	691	table	12	691	table	12	691
677	678	small table	table	3	19.0	7.0	10.0	table	table	Table	table	table	table	4379243.0	n04379243	table.n.02	5	table	table	12	691	table	12	691	table	12	691
678	679	lighting fixture	lighting fixture	2		40.0	7.0		otherprop	Objects					n03667380	lighting_fixture.n.01	39	objects		0	0		0	0		0	0
679	680	bed frame	bedframe	2	157.0	4.0	1.0	bed	bed	Bed					n02822579	bedstead.n.01	11	bed	bed	19	270	bed	19	270	bed	19	270
680	681	freezer	freezer	2	17.0	24.0	6.0	refridgerator	refridgerator	Furniture					n03170635	deep-freeze.n.01	37	appliances		0	0	refridgerator	50	65	refridgerator	50	65
681	682	glass doors	door	2	28.0	8.0	12.0	door	door	Wall	door				n03221720	door.n.01	4	door	door	2	2544	door	2	2544	door	2	2544
682	683	extractor	extractor	2		40.0	7.0		otherprop	Objects							40	misc		0	0		0	0		0	0
683	684	flower pot	flowerpot	2	146.0	40.0	7.0	flower pot	otherprop	Objects	flower_pot		flower pot	3991062.0	n03991062	pot.n.04	39	objects		0	0		0	0	flower pot	82	28
684	685	soffet	soffit	2		40.0	7.0		otherprop	Objects					n04256758	soffit.n.01	39	objects		0	0		0	0		0	0
685	686	platform	platform	2		38.0	7.0		otherstructure	Objects							40	misc		0	0		0	0		0	0
686	687	hot tub	hot tub	2	136.0	36.0	7.0	bathtub	bathtub	Objects	bathtub	bathtub	tub	2808440.0	n03543603	hot_tub.n.01	25	bathtub	bathtub	37	121	bathtub	37	121	bathtub	37	121
687	688	paper towels	paper towel	2	113.0	40.0	7.0	paper towel	otherprop	Objects					n03887697	paper_towel.n.01	20	towel		0	0		0	0	paper towel	100	18
688	689	kitchen utencils	kitchen utensil	2	267.0	40.0	7.0	utensil	otherprop	Objects					n03621049	kitchen_utensil.n.01	39	objects		0	0		0	0	utensil	132	8
689	690	shower grab bar	shower grab bar	2	51.0	38.0	7.0	bar	otherstructure	Objects							40	misc		0	0		0	0	bar	124	10
690	691	wall detail	wall detail	2		40.0	7.0		otherprop	Objects							40	misc		0	0		0	0		0	0
691	692	whineshelf	whine shelf	2		40.0	7.0		otherprop	Objects							40	misc		0	0		0	0		0	0
692	693	painting/other room	painting /otherroom	2	64.0	11.0	8.0	picture	picture	Picture					n03876519	painting.n.01	39	objects	picture	5	2125	picture	5	2125	picture	5	2125
693	694	television	wall tv	2		40.0	7.0		otherprop	Objects							40	misc		0	0		0	0		0	0
694	695	sauna bench	bench	2	204.0	39.0	6.0	bench	otherfurniture	Furniture	bench		bench	2828884.0	n02828884	bench.n.01	34	seating	bench	33	154	bench	33	154	bench	33	154
695	696	fruits	fruit	2	286.0	40.0	7.0	fruit	otherprop	Objects					n13134947	fruit.n.01	39	objects		0	0		0	0		0	0
696	697	picture frames	picture frame	2	64.0	11.0	8.0	picture	picture	Picture					n03931765	picture_frame.n.01	6	picture	picture	5	2125	picture	5	2125	picture	5	2125
697	698	buffet	buffet	2	7.0	12.0	6.0	counter	counter	Furniture	table	table	table	4379243.0	n04247736	snack_bar.n.01	26	counter	counter	32	159	counter	32	159	counter	32	159
698	699	billow	billow	2		40.0	7.0		otherprop	Objects							40	misc		0	0		0	0		0	0
699	700	computer chair	computer chair	2	5.0	5.0	4.0	chair	chair	Chair	chair	chair	chair	3001627.0	n03001627	chair.n.01	3	chair	chair	7	1947	chair	7	1947	chair	7	1947
700	701	sofa seat	sofa seat	2		40.0	7.0		otherprop	Objects							40	misc		0	0		0	0		0	0
